Assembly Accession	ANI Best ANI match ANI	ANI Best ANI match Assembly	ANI Best ANI match Assembly Coverage	ANI Best ANI match Type Category	ANI Best ANI match Organism	ANI Best ANI match Type Assembly Coverage	ANI Best match status	ANI Category	ANI Check status	ANI Comment	ANI Declared ANI match ANI	ANI Declared ANI match Assembly	ANI Declared ANI match Assembly Coverage	ANI Declared ANI match Type Category	ANI Declared ANI match Organism	ANI Declared ANI match Type Assembly Coverage	ANI Submitted organism	ANI Submitted species	Annotation BUSCO Complete 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Lineage 	Annotation BUSCO Missing 	Annotation BUSCO Single Copy 	Annotation BUSCO Total Count 	Annotation BUSCO Version 	Annotation Count Gene Non-coding	Annotation Count Gene Other	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Annotation Count Gene Total	Annotation Method	Annotation Name	Annotation Pipeline	Annotation Provider	Annotation Release Date	Annotation Release Version	Annotation Report URL	Annotation Software Version	Annotation Status	Assembly Assembly Method	Assembly Atypical Is Atypical	Assembly Atypical Warnings	Assembly BioProject Accession	Assembly BioProject Lineage Accession	Assembly BioProject Lineage Parent Accession	Assembly BioProject Lineage Parent Accessions	Assembly BioProject Lineage Title	Assembly BioSample Accession	Assembly BioSample Age 	Assembly BioSample Attribute Name	Assembly BioSample Attribute Value	Assembly BioSample Biomaterial provider 	Assembly BioSample BioProject Accession	Assembly BioSample BioProject Parent Accession	Assembly BioSample BioProject Parent Accessions	Assembly BioSample BioProject Title	Assembly BioSample Breed 	Assembly BioSample Collected by 	Assembly BioSample Collection date 	Assembly BioSample Cultivar 	Assembly BioSample Description Comment	Assembly BioSample Description Organism Common Name	Assembly BioSample Description Organism Infraspecific Names Breed	Assembly BioSample Description Organism Infraspecific Names Cultivar	Assembly BioSample Description Organism Infraspecific Names Ecotype	Assembly BioSample Description Organism Infraspecific Names Isolate	Assembly BioSample Description Organism Infraspecific Names Sex	Assembly BioSample Description Organism Infraspecific Names Strain	Assembly BioSample Description Organism Name	Assembly BioSample Description Organism Pangolin Classification	Assembly BioSample Description Organism Taxonomic ID	Assembly BioSample Description Title	Assembly BioSample Development stage 	Assembly BioSample Ecotype 	Assembly BioSample Geographic location 	Assembly BioSample Host 	Assembly BioSample Host disease 	Assembly BioSample Identified by 	Assembly BioSample Sample Identifiers Database	Assembly BioSample Sample Identifiers Label	Assembly BioSample Sample Identifiers Value	Assembly BioSample IFSAC category 	Assembly BioSample Isolate 	Assembly BioSample Isolate name alias 	Assembly BioSample Isolation source 	Assembly BioSample Last updated	Assembly BioSample Latitude / Longitude 	Assembly BioSample Models	Assembly BioSample Owner Contact Lab	Assembly BioSample Owner Name	Assembly BioSample Package	Assembly BioSample Project name  	Assembly BioSample Publication date	Assembly BioSample Sample name 	Assembly BioSample Serotype 	Assembly BioSample Serovar 	Assembly BioSample Sex 	Assembly BioSample Source type 	Assembly BioSample Status Status	Assembly BioSample Status When	Assembly BioSample Strain 	Assembly BioSample Sub-species 	Assembly BioSample Submission date	Assembly BioSample Tissue 	Assembly Blast URL	Assembly Description	Assembly Level	Assembly Linked Assembly Accession	Assembly Linked Assembly Type	Assembly Name	Assembly Notes 	Assembly Paired Assembly Accession	Assembly Paired Assembly Changed	Assembly Paired Assembly Manual Diff	Assembly Paired Assembly Name	Assembly Paired Assembly Only Genbank	Assembly Paired Assembly Only RefSeq	Assembly Paired Assembly Status	Assembly Refseq Category	Assembly Release Date	Assembly Sequencing Tech	Assembly Status	Assembly Submitter	Assembly Suppression Reason	Assembly Synonym	Assembly Type	Assembly Stats Contig L50	Assembly Stats Contig N50	Assembly Stats Gaps Between Scaffolds Count	Assembly Stats GC Count	Assembly Stats GC Percent	Assembly Stats Genome Coverage	Assembly Stats Number of Component Sequences	Assembly Stats Number of Contigs	Assembly Stats Number of Organelles	Assembly Stats Number of Scaffolds	Assembly Stats Scaffold L50	Assembly Stats Scaffold N50	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Total Ungapped Length	CheckM completeness	CheckM completeness percentile	CheckM contamination	CheckM marker set	CheckM marker set rank	CheckM species tax id	CheckM version	Current Accession	Organelle Assembly Name	Organelle BioProject Accessions	Organelle Description	Organelle Infraspecific Name	Organelle Submitter	Organelle Total Seq Length	Organism Common Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Organism Infraspecific Names Strain	Organism Name	Organism Pangolin Classification	Organism Taxonomic ID	Source Database	Type Material Display Text	Type Material Label	WGS contigs URL	WGS project accession	WGS URL
GCF_024363505.1	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	species_match	category_na	OK	na	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	Staphylococcus aureus	Staphylococcus aureus									82		2730	88	2900	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2023-10-12			6.6		CLC Genomics Workbench v. 21.0.3			PRJDB11424	PRJDB11424			Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	SAMD00291296		env_broad_scale	Clinical		PRJDB11424						2019-03-25		Keywords: GSC:MIxS;MIGS:6.0								Staphylococcus aureus		1280	59736			Japan				SRA		DRS243334					2024-06-02T07:18:46.617	35.7 N 139.7 E	MIGS.ba		Department of Infectious Diseases, National Center for Global Health and Medicine	MIGS.ba.6.0	Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	2022-06-13T00:00:00.000	59736					live	2022-06-14T01:00:59.739	59736		2022-06-13T17:06:02.627				Complete Genome			ASM2436350v1		GCA_024363505.1						current		2022-06-11	Oxford Nanopore Technology MinION; illumina HiSeq	current	Department of Infectious Diseases, National Center for Global Health and Medicine			haploid	1	2859551		953690	33.0	217.0x	3	3		3	1	2859551	3	2904601	2904601	98.51	60.30623	0.33	Staphylococcus aureus	species	1280	v1.2.2	GCF_024363505.1													59736	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_024363505.1	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	species_match	category_na	OK	na	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	Staphylococcus aureus	Staphylococcus aureus									82		2730	88	2900	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2023-10-12			6.6		CLC Genomics Workbench v. 21.0.3			PRJDB11424	PRJDB11424			Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	SAMD00291296		env_local_scale	Clinical		PRJDB11424						2019-03-25		Keywords: GSC:MIxS;MIGS:6.0								Staphylococcus aureus		1280	59736			Japan				SRA		DRS243334					2024-06-02T07:18:46.617	35.7 N 139.7 E	MIGS.ba		Department of Infectious Diseases, National Center for Global Health and Medicine	MIGS.ba.6.0	Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	2022-06-13T00:00:00.000	59736					live	2022-06-14T01:00:59.739	59736		2022-06-13T17:06:02.627				Complete Genome			ASM2436350v1		GCA_024363505.1						current		2022-06-11	Oxford Nanopore Technology MinION; illumina HiSeq	current	Department of Infectious Diseases, National Center for Global Health and Medicine			haploid	1	2859551		953690	33.0	217.0x	3	3		3	1	2859551	3	2904601	2904601	98.51	60.30623	0.33	Staphylococcus aureus	species	1280	v1.2.2	GCF_024363505.1													59736	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_024363505.1	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	species_match	category_na	OK	na	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	Staphylococcus aureus	Staphylococcus aureus									82		2730	88	2900	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2023-10-12			6.6		CLC Genomics Workbench v. 21.0.3			PRJDB11424	PRJDB11424			Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	SAMD00291296		env_medium	Brain-Heart-Infusion		PRJDB11424						2019-03-25		Keywords: GSC:MIxS;MIGS:6.0								Staphylococcus aureus		1280	59736			Japan				SRA		DRS243334					2024-06-02T07:18:46.617	35.7 N 139.7 E	MIGS.ba		Department of Infectious Diseases, National Center for Global Health and Medicine	MIGS.ba.6.0	Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	2022-06-13T00:00:00.000	59736					live	2022-06-14T01:00:59.739	59736		2022-06-13T17:06:02.627				Complete Genome			ASM2436350v1		GCA_024363505.1						current		2022-06-11	Oxford Nanopore Technology MinION; illumina HiSeq	current	Department of Infectious Diseases, National Center for Global Health and Medicine			haploid	1	2859551		953690	33.0	217.0x	3	3		3	1	2859551	3	2904601	2904601	98.51	60.30623	0.33	Staphylococcus aureus	species	1280	v1.2.2	GCF_024363505.1													59736	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_024363505.1	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	species_match	category_na	OK	na	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	Staphylococcus aureus	Staphylococcus aureus									82		2730	88	2900	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2023-10-12			6.6		CLC Genomics Workbench v. 21.0.3			PRJDB11424	PRJDB11424			Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	SAMD00291296		geo_loc_name	Japan		PRJDB11424						2019-03-25		Keywords: GSC:MIxS;MIGS:6.0								Staphylococcus aureus		1280	59736			Japan				SRA		DRS243334					2024-06-02T07:18:46.617	35.7 N 139.7 E	MIGS.ba		Department of Infectious Diseases, National Center for Global Health and Medicine	MIGS.ba.6.0	Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	2022-06-13T00:00:00.000	59736					live	2022-06-14T01:00:59.739	59736		2022-06-13T17:06:02.627				Complete Genome			ASM2436350v1		GCA_024363505.1						current		2022-06-11	Oxford Nanopore Technology MinION; illumina HiSeq	current	Department of Infectious Diseases, National Center for Global Health and Medicine			haploid	1	2859551		953690	33.0	217.0x	3	3		3	1	2859551	3	2904601	2904601	98.51	60.30623	0.33	Staphylococcus aureus	species	1280	v1.2.2	GCF_024363505.1													59736	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_024363505.1	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	species_match	category_na	OK	na	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	Staphylococcus aureus	Staphylococcus aureus									82		2730	88	2900	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2023-10-12			6.6		CLC Genomics Workbench v. 21.0.3			PRJDB11424	PRJDB11424			Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	SAMD00291296		isol_growth_condt	23160627		PRJDB11424						2019-03-25		Keywords: GSC:MIxS;MIGS:6.0								Staphylococcus aureus		1280	59736			Japan				SRA		DRS243334					2024-06-02T07:18:46.617	35.7 N 139.7 E	MIGS.ba		Department of Infectious Diseases, National Center for Global Health and Medicine	MIGS.ba.6.0	Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	2022-06-13T00:00:00.000	59736					live	2022-06-14T01:00:59.739	59736		2022-06-13T17:06:02.627				Complete Genome			ASM2436350v1		GCA_024363505.1						current		2022-06-11	Oxford Nanopore Technology MinION; illumina HiSeq	current	Department of Infectious Diseases, National Center for Global Health and Medicine			haploid	1	2859551		953690	33.0	217.0x	3	3		3	1	2859551	3	2904601	2904601	98.51	60.30623	0.33	Staphylococcus aureus	species	1280	v1.2.2	GCF_024363505.1													59736	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_024363505.1	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	species_match	category_na	OK	na	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	Staphylococcus aureus	Staphylococcus aureus									82		2730	88	2900	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2023-10-12			6.6		CLC Genomics Workbench v. 21.0.3			PRJDB11424	PRJDB11424			Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	SAMD00291296		lat_lon	35.7 N 139.7 E		PRJDB11424						2019-03-25		Keywords: GSC:MIxS;MIGS:6.0								Staphylococcus aureus		1280	59736			Japan				SRA		DRS243334					2024-06-02T07:18:46.617	35.7 N 139.7 E	MIGS.ba		Department of Infectious Diseases, National Center for Global Health and Medicine	MIGS.ba.6.0	Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	2022-06-13T00:00:00.000	59736					live	2022-06-14T01:00:59.739	59736		2022-06-13T17:06:02.627				Complete Genome			ASM2436350v1		GCA_024363505.1						current		2022-06-11	Oxford Nanopore Technology MinION; illumina HiSeq	current	Department of Infectious Diseases, National Center for Global Health and Medicine			haploid	1	2859551		953690	33.0	217.0x	3	3		3	1	2859551	3	2904601	2904601	98.51	60.30623	0.33	Staphylococcus aureus	species	1280	v1.2.2	GCF_024363505.1													59736	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_024363505.1	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	species_match	category_na	OK	na	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	Staphylococcus aureus	Staphylococcus aureus									82		2730	88	2900	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2023-10-12			6.6		CLC Genomics Workbench v. 21.0.3			PRJDB11424	PRJDB11424			Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	SAMD00291296		locus_tag_prefix	SA59376		PRJDB11424						2019-03-25		Keywords: GSC:MIxS;MIGS:6.0								Staphylococcus aureus		1280	59736			Japan				SRA		DRS243334					2024-06-02T07:18:46.617	35.7 N 139.7 E	MIGS.ba		Department of Infectious Diseases, National Center for Global Health and Medicine	MIGS.ba.6.0	Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	2022-06-13T00:00:00.000	59736					live	2022-06-14T01:00:59.739	59736		2022-06-13T17:06:02.627				Complete Genome			ASM2436350v1		GCA_024363505.1						current		2022-06-11	Oxford Nanopore Technology MinION; illumina HiSeq	current	Department of Infectious Diseases, National Center for Global Health and Medicine			haploid	1	2859551		953690	33.0	217.0x	3	3		3	1	2859551	3	2904601	2904601	98.51	60.30623	0.33	Staphylococcus aureus	species	1280	v1.2.2	GCF_024363505.1													59736	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_024363505.1	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	species_match	category_na	OK	na	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	Staphylococcus aureus	Staphylococcus aureus									82		2730	88	2900	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2023-10-12			6.6		CLC Genomics Workbench v. 21.0.3			PRJDB11424	PRJDB11424			Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	SAMD00291296		num_replicons	3		PRJDB11424						2019-03-25		Keywords: GSC:MIxS;MIGS:6.0								Staphylococcus aureus		1280	59736			Japan				SRA		DRS243334					2024-06-02T07:18:46.617	35.7 N 139.7 E	MIGS.ba		Department of Infectious Diseases, National Center for Global Health and Medicine	MIGS.ba.6.0	Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	2022-06-13T00:00:00.000	59736					live	2022-06-14T01:00:59.739	59736		2022-06-13T17:06:02.627				Complete Genome			ASM2436350v1		GCA_024363505.1						current		2022-06-11	Oxford Nanopore Technology MinION; illumina HiSeq	current	Department of Infectious Diseases, National Center for Global Health and Medicine			haploid	1	2859551		953690	33.0	217.0x	3	3		3	1	2859551	3	2904601	2904601	98.51	60.30623	0.33	Staphylococcus aureus	species	1280	v1.2.2	GCF_024363505.1													59736	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_024363505.1	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	species_match	category_na	OK	na	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	Staphylococcus aureus	Staphylococcus aureus									82		2730	88	2900	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2023-10-12			6.6		CLC Genomics Workbench v. 21.0.3			PRJDB11424	PRJDB11424			Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	SAMD00291296		project_name	Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan		PRJDB11424						2019-03-25		Keywords: GSC:MIxS;MIGS:6.0								Staphylococcus aureus		1280	59736			Japan				SRA		DRS243334					2024-06-02T07:18:46.617	35.7 N 139.7 E	MIGS.ba		Department of Infectious Diseases, National Center for Global Health and Medicine	MIGS.ba.6.0	Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	2022-06-13T00:00:00.000	59736					live	2022-06-14T01:00:59.739	59736		2022-06-13T17:06:02.627				Complete Genome			ASM2436350v1		GCA_024363505.1						current		2022-06-11	Oxford Nanopore Technology MinION; illumina HiSeq	current	Department of Infectious Diseases, National Center for Global Health and Medicine			haploid	1	2859551		953690	33.0	217.0x	3	3		3	1	2859551	3	2904601	2904601	98.51	60.30623	0.33	Staphylococcus aureus	species	1280	v1.2.2	GCF_024363505.1													59736	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_024363505.1	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	species_match	category_na	OK	na	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	Staphylococcus aureus	Staphylococcus aureus									82		2730	88	2900	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2023-10-12			6.6		CLC Genomics Workbench v. 21.0.3			PRJDB11424	PRJDB11424			Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	SAMD00291296		ref_biomaterial	unpublished		PRJDB11424						2019-03-25		Keywords: GSC:MIxS;MIGS:6.0								Staphylococcus aureus		1280	59736			Japan				SRA		DRS243334					2024-06-02T07:18:46.617	35.7 N 139.7 E	MIGS.ba		Department of Infectious Diseases, National Center for Global Health and Medicine	MIGS.ba.6.0	Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	2022-06-13T00:00:00.000	59736					live	2022-06-14T01:00:59.739	59736		2022-06-13T17:06:02.627				Complete Genome			ASM2436350v1		GCA_024363505.1						current		2022-06-11	Oxford Nanopore Technology MinION; illumina HiSeq	current	Department of Infectious Diseases, National Center for Global Health and Medicine			haploid	1	2859551		953690	33.0	217.0x	3	3		3	1	2859551	3	2904601	2904601	98.51	60.30623	0.33	Staphylococcus aureus	species	1280	v1.2.2	GCF_024363505.1													59736	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_024363505.1	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	species_match	category_na	OK	na	99.01	GCA_006094915.1	92.1	type	Staphylococcus aureus	96.14	Staphylococcus aureus	Staphylococcus aureus									82		2730	88	2900	Best-placed reference protein set; GeneMarkS-2+	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2023-10-12			6.6		CLC Genomics Workbench v. 21.0.3			PRJDB11424	PRJDB11424			Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	SAMD00291296		strain	59736		PRJDB11424						2019-03-25		Keywords: GSC:MIxS;MIGS:6.0								Staphylococcus aureus		1280	59736			Japan				SRA		DRS243334					2024-06-02T07:18:46.617	35.7 N 139.7 E	MIGS.ba		Department of Infectious Diseases, National Center for Global Health and Medicine	MIGS.ba.6.0	Genomic Characterization of ST1-t1784 CA-MRSA Isolates Prevalent in Kanto Region, Japan	2022-06-13T00:00:00.000	59736					live	2022-06-14T01:00:59.739	59736		2022-06-13T17:06:02.627				Complete Genome			ASM2436350v1		GCA_024363505.1						current		2022-06-11	Oxford Nanopore Technology MinION; illumina HiSeq	current	Department of Infectious Diseases, National Center for Global Health and Medicine			haploid	1	2859551		953690	33.0	217.0x	3	3		3	1	2859551	3	2904601	2904601	98.51	60.30623	0.33	Staphylococcus aureus	species	1280	v1.2.2	GCF_024363505.1													59736	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_037076575.1	99.02	GCA_001027105.1	92.57	type	Staphylococcus aureus	95.09	species_match	category_na	OK	na	99.02	GCA_001027105.1	92.57	type	Staphylococcus aureus	95.09	Staphylococcus aureus	Staphylococcus aureus									82		2633	130	2845	Best-placed reference protein set; GeneMarkS-2+	GCF_037076575.1-RS_2024_04_05	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-04-05			6.7		CLC Genomics Workbench v. 20.0.2			PRJDB11172	PRJDB11172			MRSA from blood culture in Toho university hospital	SAMD00278563		sample_name	JARB-OU1357		PRJDB11172						2016-10-07		Keywords: GSC:MIxS;MIGS:6.0								Staphylococcus aureus		1280	TUM17909			Japan:Tokyo	Homo sapiens			SRA		DRS234057					2024-06-02T06:44:34.670	35.569670 N 139.724028 E	MIGS.ba.human-associated		National Institute of Infectious Diseases	MIGS.ba.human-associated.6.0	MRSA from blood culture in Toho university hospital	2022-04-04T00:00:00.000	JARB-OU1357					live	2022-04-05T01:37:35.783	JARB-OU1357		2022-04-04T13:33:18.390				Complete Genome			ASM3707657v1		GCA_037076575.1			Annotation submitted by Contact:Tetsuo Yamaguchi Toho University, Department of Microbiology and Infectious Diseases; 5-21-16, Omori-nishi, Tokyo 143-8540, Japan			current		2024-04-05	Illumina MiSeq, MinION	current	Contact:Tetsuo Yamaguchi Toho University, Department of Microbiology and Infectious Diseases; 5-21-16, Omori-nishi, Tokyo 143-8540, Japan			haploid	1	2858294		940326	33.0		1	1		1	1	2858294	1	2858294	2858294	95.29	1.5677423	0.33	Staphylococcus aureus	species	1280	v1.2.2	GCF_037076575.1													JARB-OU1357	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_037076575.1	99.02	GCA_001027105.1	92.57	type	Staphylococcus aureus	95.09	species_match	category_na	OK	na	99.02	GCA_001027105.1	92.57	type	Staphylococcus aureus	95.09	Staphylococcus aureus	Staphylococcus aureus									82		2633	130	2845	Best-placed reference protein set; GeneMarkS-2+	GCF_037076575.1-RS_2024_04_05	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-04-05			6.7		CLC Genomics Workbench v. 20.0.2			PRJDB11172	PRJDB11172			MRSA from blood culture in Toho university hospital	SAMD00278563		collection_date	2016-10-07		PRJDB11172						2016-10-07		Keywords: GSC:MIxS;MIGS:6.0								Staphylococcus aureus		1280	TUM17909			Japan:Tokyo	Homo sapiens			SRA		DRS234057					2024-06-02T06:44:34.670	35.569670 N 139.724028 E	MIGS.ba.human-associated		National Institute of Infectious Diseases	MIGS.ba.human-associated.6.0	MRSA from blood culture in Toho university hospital	2022-04-04T00:00:00.000	JARB-OU1357					live	2022-04-05T01:37:35.783	JARB-OU1357		2022-04-04T13:33:18.390				Complete Genome			ASM3707657v1		GCA_037076575.1			Annotation submitted by Contact:Tetsuo Yamaguchi Toho University, Department of Microbiology and Infectious Diseases; 5-21-16, Omori-nishi, Tokyo 143-8540, Japan			current		2024-04-05	Illumina MiSeq, MinION	current	Contact:Tetsuo Yamaguchi Toho University, Department of Microbiology and Infectious Diseases; 5-21-16, Omori-nishi, Tokyo 143-8540, Japan			haploid	1	2858294		940326	33.0		1	1		1	1	2858294	1	2858294	2858294	95.29	1.5677423	0.33	Staphylococcus aureus	species	1280	v1.2.2	GCF_037076575.1													JARB-OU1357	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_037076575.1	99.02	GCA_001027105.1	92.57	type	Staphylococcus aureus	95.09	species_match	category_na	OK	na	99.02	GCA_001027105.1	92.57	type	Staphylococcus aureus	95.09	Staphylococcus aureus	Staphylococcus aureus									82		2633	130	2845	Best-placed reference protein set; GeneMarkS-2+	GCF_037076575.1-RS_2024_04_05	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-04-05			6.7		CLC Genomics Workbench v. 20.0.2			PRJDB11172	PRJDB11172			MRSA from blood culture in Toho university hospital	SAMD00278563		env_broad_scale	missing		PRJDB11172						2016-10-07		Keywords: GSC:MIxS;MIGS:6.0								Staphylococcus aureus		1280	TUM17909			Japan:Tokyo	Homo sapiens			SRA		DRS234057					2024-06-02T06:44:34.670	35.569670 N 139.724028 E	MIGS.ba.human-associated		National Institute of Infectious Diseases	MIGS.ba.human-associated.6.0	MRSA from blood culture in Toho university hospital	2022-04-04T00:00:00.000	JARB-OU1357					live	2022-04-05T01:37:35.783	JARB-OU1357		2022-04-04T13:33:18.390				Complete Genome			ASM3707657v1		GCA_037076575.1			Annotation submitted by Contact:Tetsuo Yamaguchi Toho University, Department of Microbiology and Infectious Diseases; 5-21-16, Omori-nishi, Tokyo 143-8540, Japan			current		2024-04-05	Illumina MiSeq, MinION	current	Contact:Tetsuo Yamaguchi Toho University, Department of Microbiology and Infectious Diseases; 5-21-16, Omori-nishi, Tokyo 143-8540, Japan			haploid	1	2858294		940326	33.0		1	1		1	1	2858294	1	2858294	2858294	95.29	1.5677423	0.33	Staphylococcus aureus	species	1280	v1.2.2	GCF_037076575.1													JARB-OU1357	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
